5859	10483	0.13221153616905212
5859	11395	0.0334906205534935
5859	7226	0.0316830575466156
5859	8706	0.01678074710071087
5859	6364	0.012505288235843182
5860	12907	0.013174723833799362
5860	7212	0.0028532063588500023
5860	7496	0.0010621476685628295
5860	7488	2.5792227461352013e-05
5860	12230	-5.589911597780883e-05
5858	7465	0.002693030284717679
5858	7244	0.0016448140377178788
5858	9875	0.0010795267298817635
5858	10154	0.0005312240100465715
5858	6789	0.00037192131276242435
5857	9743	0.0924936980009079
5857	12378	0.023571956902742386
5857	11288	0.004429443273693323
5857	6646	-0.002349394839257002
5857	9593	-0.008981015533208847
452	6504	0.10481584072113037
452	6967	0.021674765273928642
452	6183	0.021131211891770363
452	12366	0.005481039173901081
451	9472	0.10168800503015518
451	9504	0.03459792584180832
451	12356	0.03296826779842377
5856	6214	0.011969029903411865
5856	10712	0.004736610688269138
5856	7534	0.004256451968103647
5856	9477	-4.674740193877369e-05
5856	10408	-0.0009433984523639083
2516	9313	0.06383218616247177
2516	12378	0.059078048914670944
2516	12587	0.03572072833776474
2516	11460	0.020344924181699753
2516	6182	-0.0017948675667867064
2515	8957	0.06895170360803604
2515	6430	0.03550606966018677
2515	11357	0.029540829360485077
2515	12578	0.02120272070169449
2515	9377	0.008870730176568031
5855	7792	0.0008147204061970115
5855	12086	0.00015073407848831266
1556	6334	0.003328145481646061
1556	12621	0.0014550890773534775
1556	12617	0.00047590688336640596
5854	7866	0.00010314312385162339
5854	6421	3.403044684091583e-05
5854	7469	-1.668045842961874e-05
5853	9758	0.004368241410702467
5853	11658	8.372706361114979e-05
2517	9083	0.0020466058049350977
2519	9743	0.18048642575740814
2519	9744	0.12789618968963623
2519	8957	0.04916108772158623
2519	8481	0.04470124840736389
2519	9129	0.02155737765133381
5851	6664	0.05851859599351883
5851	9743	0.05364038795232773
5851	9129	0.01538716722279787
5851	10938	0.001194150885567069
5851	9810	-0.0005501475534401834
453	7374	0.031455136835575104
453	9652	0.02891295775771141
453	9220	0.02114729769527912
453	9306	0.006719427183270454
453	12275	0.003609269857406616
2518	7226	0.002909477800130844
2518	7575	0.0010649397736415267
2518	8776	7.196665683295578e-05
1555	7463	0.0655539482831955
1555	6664	0.041849285364151
1555	11357	0.03733226656913757
1555	9313	0.03410778567194939
1555	6666	0.022650785744190216
1559	10912	8.377940685022622e-05
1559	8227	4.704277671407908e-05
1559	9729	-8.80336228874512e-05
1559	8853	-0.00010293288505636156
1559	7230	-0.0006899410509504378
457	11440	0.050538286566734314
457	9973	0.042006105184555054
457	8860	0.01028622779995203
457	11255	0.0007373390253633261
457	9553	0.00028910275432281196
456	10483	0.1744506061077118
456	6215	0.03434350714087486
456	12217	0.00022225016437005252
455	9622	0.27284398674964905
455	7226	0.04551908001303673
455	12448	0.029050234705209732
2522	10483	0.025409797206521034
2522	12124	0.015345191583037376
2522	12133	0.008973602205514908
2521	12496	0.004245686810463667
2521	12499	0.0039072176441550255
2521	12501	0.0024746146518737078
2521	12592	0.002179332310333848
2521	12424	0.0016657791566103697
1558	12336	0.010580812580883503
1558	12342	0.010188852436840534
1558	10181	0.002813884522765875
1558	12345	0.002373090712353587
1558	12501	0.0022756909020245075
454	11264	0.013848534785211086
454	8630	0.005613586865365505
1562	6334	0.0010325618786737323
1562	6324	-0.00019609615264926106
1562	6330	-0.0006461200537160039
1561	7556	0.0008627006318420172
1561	9083	0.0006748413434252143
5864	9845	0.12049210071563721
5864	9313	0.04053131490945816
5864	8621	0.012632356025278568
5864	10851	0.009109094738960266
5864	11085	0.0063335285522043705
5865	12842	0.0018751636380329728
5865	8597	-0.00015714409528300166
5865	8490	-0.00022429977252613753
5866	11357	0.020680610090494156
5866	7746	0.0041656456887722015
5867	9306	0.04577590525150299
5867	8588	0.0071696932427585125
5867	7834	0.00486006960272789
5867	8621	0.0039056907407939434
5867	12715	-0.0005679023452103138
5863	12288	0.025168530642986298
5863	7217	0.019393717870116234
5863	12286	0.015068304724991322
5863	7859	0.010991320013999939
5863	11388	0.010880069807171822
2	7327	0.2755945324897766
2	12041	0.0054249814711511135
2	7333	0.004296111408621073
2	12859	0.0023847934789955616
2	12142	0.0007419968023896217
458	7374	0.10848812013864517
458	12356	0.05188729614019394
458	8094	0.009929484687745571
458	8558	0.003499248530715704
458	11923	0.0006349668256007135
2507	6334	0.15425314009189606
2507	6302	0.1351153403520584
2507	6307	0.08159881830215454
2507	6777	-0.00038719704025425017
1	6664	0.0513412170112133
1	6666	0.022701015695929527
1	11810	0.0206504724919796
1	10890	0.009380659088492393
1	11136	0.0030344314873218536
0	9129	0.0009798925602808595
0	7599	4.4560147216543555e-06
459	6319	0.5014709234237671
459	6330	0.11716892570257187
459	12378	0.053736407309770584
459	7681	0.019836971536278725
459	12288	0.019495507702231407
6	9622	0.29624801874160767
6	10872	0.03844127804040909
6	12277	0.03694619610905647
6	8203	0.02412995509803295
5862	6504	0.0234692320227623
5862	12316	0.02270190604031086
2510	10192	0.0048830448649823666
5	11680	0.014257960021495819
5	11678	0.012866474688053131
5	10101	0.006899005267769098
4	9985	0.0003237479832023382
4	9822	0.00031144358217716217
4	8549	0.00030219779000617564
4	10003	0.0002587883500382304
4	10523	0.00010091621516039595
2509	9622	0.216257706284523
2509	7401	0.13198724389076233
2509	9092	0.06941758841276169
2509	11395	0.06902474164962769
2509	11392	0.02229524776339531
461	7588	0.006218187045305967
461	6328	0.003500906052067876
461	7401	0.003068320220336318
461	7579	0.0016701314598321915
2508	9652	0.1169198751449585
2508	12124	0.044334426522254944
2508	12432	0.04281482845544815
2508	7401	0.04055197164416313
2508	7216	0.03065095655620098
3	6316	0.20292699337005615
3	7323	0.05656179040670395
3	6302	0.03918405622243881
3	6304	0.03699822351336479
3	7374	0.023001547902822495
464	9012	0.004125398118048906
464	12396	0.00036094587994739413
464	12041	-0.0005096060340292752
2514	10483	0.3350951075553894
2514	6666	0.07960186153650284
2514	12222	0.04689720645546913
2514	12378	0.04579766094684601
2514	8153	0.031993135809898376
1549	9313	0.5080166459083557
1549	9845	0.22211487591266632
1549	8563	0.18592432141304016
1549	8764	0.09765581041574478
1549	9857	0.08119479566812515
2513	7374	0.09628862142562866
2513	9306	0.027609948068857193
2513	9570	0.016099408268928528
2513	8094	0.01150410994887352
2513	12124	0.010375091806054115
463	7323	0.019991356879472733
463	7512	0.0076462142169475555
463	7511	0.006816128734499216
463	10483	0.006600175518542528
463	7510	0.005456381943076849
2512	10359	0.005399164278060198
